31.6736697,34.5635245,"Sderot Drom Afrika, Ashkelon, Israel"
31.2345976,34.7843717,"Dina St 217, Be'er Sheva, Israel"
32.9043858,35.090216,"4, Acre, Israel"
32.0582783,34.8794411,"Kdoshei HaShoa St 29, Ganei Tikva, Israel"
32.8195893,35.0729689,"Ha-Shayara St 32, Haifa, Israel"
32.0579308,34.8347677,"4, Ramat Gan, Israel"
31.7855411,35.2617435,
31.8000293,34.6369074,"Sderot Moshe Dayan, Ashdod, Israel"
32.3446661,34.9079838,"4, Israel"
32.0825121,34.9023021,"Yerushalayim St, Petah Tikva, Israel"
32.8354595,35.0884966,"Keren ha-Yesod St 63-67, Kiryat Bialik, Israel"
31.6657403,34.558268,"Sderot David Ben Gurion 9, Ashkelon, Israel"
31.6262178,34.7579639,"40, Kiryat Gat, Israel"
31.6255862,34.7578977,"35, Kiryat Gat, Israel"
31.9177307,34.8644051,"40, Ramla, Israel"
32.3575144,34.9084434,"4, Israel"
31.7872935,35.1800526,"HaRav Raphael Katsenelbogen St 90, Jerusalem, Israel"
31.7869741,35.1797634,"Ha-Kablan St 61, Jerusalem, Israel"
32.8045185,35.0542476,"Okef Krayot פינת 22, Haifa, Israel"
32.1623511,34.8451496,"Ben Yehuda St 14, Herzliya, Israel"
32.1779254,34.8883789,"4, Kefar Sava, Israel"
32.6618235,35.2364721,"Derech HaEmek, Migdal HaEmek, Israel"
32.6616124,35.2367462,"73, Israel"
32.6613075,35.2364565,"7255, Israel"
32.6615275,35.2362932,"73, Israel"
32.4723466,34.8996805,"65, Hadera, Israel"
32.0286154,34.7735409,"Sderot Kugel, Holon, Israel"
31.0665162,34.8384151,"224, Israel"
32.4277818,34.9205944,"Avshalom St 1, Hadera, Israel"
31.0681442,35.0064961,"204, Dimona, Israel"
31.068289,35.0066007,"25, Dimona, Israel"
31.0665162,34.8384151,"224, Israel"
32.118461,34.8227878,"Leah Goldberg St 4, Tel Aviv-Yafo, Israel"
32.6773298,35.2468643,"HaBanim Avenue, Migdal HaEmek, Israel"
31.9770996,34.792457,"Tsahal Road, Rishon LeTsiyon, Israel"
31.9767981,34.7920785,"Moshe Dayan Boulevard פינת 441 פינת Tsahal Road פינת 4, Rishon LeTsiyon, Israel"
32.4712715,35.0208807,"574, Israel"
31.6812642,34.5815685,"Sderot Yitshak Rabin, Ashkelon, Israel"
32.0886526,34.8867395,"Khayim Ozer St 12, Petah Tikva, Israel"
32.4651084,34.9939791,"מתחם אלונית, דרך עירון 69, פרדס חנה כרכור, Israel"
32.1487211,34.947481,"444 402, Jaljulia, Israel"
32.1791224,34.8812469,"Schwarz St 1, Ra'anana, Israel"
32.1790986,34.8813546,"Schwarz St 2, Ra'anana, Israel"
32.1789865,34.8812549,"Ahuza St 67, Ra'anana, Israel"
32.6624068,35.3924804,"65, Israel"
32.8293847,35.084394,"HaGefen St 18, Kiryat Bialik, Israel"
32.1582075,34.9096366,"Ha-Magen St 1, Hod Hasharon, Israel"
32.1182634,34.8000609,"Tagore St 52, Tel Aviv-Yafo, Israel"
29.5603719,34.9408658,"Sderot Sheshet HaYamim 170, Eilat, Israel"
32.3270933,34.8541087,"David Remez St 15, Netanya, Israel"
31.656664,34.5596839,"Bialik St 63, Ashkelon, Israel"
31.2251046,34.8295649,"25, Israel"
32.0699681,34.7699373,"Hillel ha-Zaken St 16, Tel Aviv-Yafo, Israel"
31.7282432,34.7482181,"Sderot Rashi 2, Kiryat Malakhi, Israel"
32.1091229,35.1658822,
32.1088629,35.1654219,
32.0074723,34.8361661,"412, Beit Dagan, Israel"
32.0080753,34.836781,"412, Israel"
32.0074723,34.8361661,"412, Beit Dagan, Israel"
32.0080753,34.836781,"412, Israel"
32.8148379,34.9973619,"Khuri St 3, Haifa, Israel"
31.37248,34.793861,"310, Israel"
32.8367773,35.248953,"784, Israel"
32.0176638,34.9059674,"40, Israel"
31.7694028,34.6676132,"4, Israel"
30.9909429,34.7627192,"40, Israel"
32.9290327,35.0779511,"Janus Korczak St 1, Acre, Israel"
32.0302974,34.8809009,"Sderot Menachem Begin 2, Yahud Monoson, Israel"
32.6787997,35.4127883,"Israel National Trail, Israel"
32.6787997,35.4127883,"Israel National Trail, Israel"
32.1783654,34.8701813,"Ben Gurion St 10, Ra'anana, Israel"
32.7256618,35.0960963,"75 14, Israel"
31.2789125,34.8528772,"Tapuz St, Omer, Israel"
31.2251046,34.8295649,"25, Israel"
31.7852946,35.1992899,"Begin Blvd, Jerusalem, Israel"
31.4196188,34.5793264,"Sderot Yerushalayim 183, Netivot, Israel"
32.6624068,35.3924804,"65, Israel"
32.1800712,34.8154976,"Keren HaYesod St 2, Herzliya, Israel"
31.7798642,35.3013478,
32.1021218,34.8978584,"HaYarkonim St 55, Petah Tikva, Israel"
32.257421,34.8914554,"4, Even Yehuda, Israel"
31.9739238,34.8107588,"Binyamin Shmotkin St 10, Rishon LeTsiyon, Israel"
31.4156198,34.6074571,"293, Israel"
31.8809873,34.8125628,"Sha'ul Tchernichovsky St 1-5, Rehovot, Israel"
32.0165006,34.9267498,"4613, Israel"
32.1772392,35.0162084,
31.7606793,34.7845887,"3, Israel"
32.6578231,35.2924254,"73, Israel"
32.1761675,34.8161693,"Kvish HaHof פינת Highway 2 פינת Kvish HaHof פינת Ha-Ma'apilim St, Herzliya, Israel"
31.8657222,34.8142435,"40, Kiryat Ekron, Israel"
31.929664,35.0446198,
32.839232,35.06466,"Sderot Bialik, Kiryat Yam, Israel"
32.8045185,35.0542476,"Okef Krayot פינת 22, Haifa, Israel"
32.1761675,34.8161693,"Kvish HaHof פינת Highway 2 פינת Kvish HaHof פינת Ha-Ma'apilim St, Herzliya, Israel"
32.1779254,34.8883789,"4, Kefar Sava, Israel"
32.1772864,34.8884218,"4, Ra'anana, Israel"
32.9043858,35.090216,"4, Acre, Israel"
31.9124251,35.0167144,"Shilat Junction, Israel"
32.191554,34.8836708,"Ha-Tidhar St 2, Ra'anana, Israel"
32.1915235,34.8838053,"Weizman St 165, Ra'anana, Israel"
32.1917051,34.883711,"Ha-Tidhar St 2, Ra'anana, Israel"
32.1916764,34.8838439,"Ha-Tidhar St 2, Ra'anana, Israel"
31.9439915,34.888356,"Jabotinski St 13, Lod, Israel"
32.1095073,35.1403062,
32.8031281,35.0501838,"Okef Krayot, Haifa, Israel"
32.9274331,35.4057022,"85, Israel"
31.8809873,34.8125628,"Sha'ul Tchernichovsky St 1-5, Rehovot, Israel"
31.6725676,34.581161,"Iyar St 15, Ashkelon, Israel"
31.6832623,34.6538677,"3, Israel"
31.8281855,34.6708763,"Sderot Bnei Brit 2, Ashdod, 77600, Israel"
32.055908,34.785638,"1 פינת La Guardia St, Tel Aviv-Yafo, Israel"
32.1177622,34.8786139,"5, Petah Tikva, Israel"
32.9158106,35.0822447,"8510, Acre, Israel"
32.724473,35.099349,"75 14, Israel"
33.0093577,35.0968734,"Herzl St 51, Nahariyya, Israel"
31.9611404,34.9350785,"1, Israel"
31.9523881,34.8086558,"Ha-Palmakh St 47, Rishon LeTsiyon, Israel"
31.3715435,34.7941102,"40, Israel"
32.8673301,35.4568107,"65, Israel"
32.0994773,34.7853553,"Me'ir Ya'ari St 8, Tel Aviv-Yafo, Israel"
31.6832623,34.6538677,"3, Israel"
32.5912489,35.2399972,"65, Israel"
32.7348233,35.2112189,"7626, Israel"
31.9541685,34.9392587,"443, Israel"
31.8501777,34.8469372,"Sha'ul St 15, Mazkeret Batya, Israel"
32.4370075,34.9171729,"Hillel Yafe St 24, Hadera, Israel"
32.7609817,35.1040711,"7621, Israel"
31.9973069,34.7734823,"Laskov St 9, Holon, Israel"
32.0855905,34.7899411,"Hei be-Iyar St 22, Tel Aviv-Yafo, Israel"
32.6867609,35.2343925,"7555, Migdal HaEmek, Israel"
32.0992133,35.2461241,
31.942446,34.863032,"44, Nir Tzvi, Israel"
31.8835522,34.8184582,"Ha-Khavura St 21, Rehovot, Israel"
32.6396992,34.9585625,"4, Israel"
32.0955307,34.8231978,"Ha-Yarkon St 7, Bnei Brak, Israel"
33.0156852,35.1707487,"89, Israel"
32.1026525,34.8481228,"4, Bnei Brak, Israel"
29.5567247,34.9514904,"Sderot HaTmarim 5, Eilat, Israel"
32.7007414,35.2971287,"6171 St 4, Nazareth, Israel"
32.1677047,34.8117272,"Maskit St 2, Herzliya, Israel"
32.1487211,34.947481,"444 402, Jaljulia, Israel"
31.1494639,34.9836871,"80, Israel"
32.0197852,34.7787912,"Yehoshua Hankin St 71, Holon, Israel"
32.7954313,35.5289246,"Bialik St 30, Tiberias, Israel"
32.2742646,34.8486429,"Amnon veTamar St 10, Netanya, Israel"
32.9394962,35.0786385,"Chaim Moshe Shapira St 30, Acre, Israel"
33.0211809,35.2776622,"Shlomo Shrira St 3, Ma'alot-Tarshiha, Israel"
32.7097234,35.1365801,"722, Israel"
32.0618609,34.7906461,"Ha-Shlosha St 4, Tel Aviv-Yafo, Israel"
32.2653206,35.1679769,
33.0058569,35.099366,"Gdud 21 St 427, Nahariyya, Israel"
32.027806,34.8803589,"461, Yehud, Israel"
32.027806,34.8803589,"461, Yehud, Israel"
31.8714663,34.8199975,"40, Kfar Bilu, Israel"
31.8662941,34.8144074,"40, Rehovot, Israel"
31.8662337,34.8140102,"4123, Rehovot, Israel"
31.865798,34.8146385,"411, Kiryat Ekron, Israel"
31.8657222,34.8142435,"40, Kiryat Ekron, Israel"
31.9957914,34.7429359,"Koresh St 5, Rishon LeTsiyon, Israel"
32.7256618,35.0960963,"75 14, Israel"
31.1494639,34.9836871,"80, Israel"
32.5106109,34.9572597,"652 361, Binyamina-Giv'at Ada, Israel"
31.8173992,34.7774213,"Lilienblum St 1, Gedera, Israel"
32.0283958,34.8860584,"Herzl St 1, Yehud, Israel"
32.9242817,35.0826283,"David Remez St 1, Acre, Israel"
32.1078283,35.1893767,
32.7256618,35.0960963,"75 14, Israel"
32.6363432,35.0657462,"672, Israel"
31.7840154,35.2892891,
32.1060398,35.1744184,
32.0579308,34.8347677,"4, Ramat Gan, Israel"
32.1779254,34.8883789,"4, Kefar Sava, Israel"
32.6396992,34.9585625,"4, Israel"
32.8315769,35.2357101,"781, Israel"
32.079625,34.8984054,"Yitshak Ben David St 25, Petah Tikva, Israel"
32.7093875,35.1428023,"7513, Israel"
32.7090012,35.1425847,"75, Israel"
32.7090608,35.1432712,"75, Israel"
31.6459808,34.6996529,"352, Israel"
32.1219093,34.898968,"5, Petah Tikva, Israel"
31.7832802,34.6358258,"Nahal Na'aman St 1, Ashdod, Israel"
32.1954538,35.455716,
32.0825121,34.9023021,"Yerushalayim St, Petah Tikva, Israel"
32.0379869,34.7794806,"44, Israel"
32.9242817,35.0826283,"David Remez St 1, Acre, Israel"
31.8662941,34.8144074,"40, Rehovot, Israel"
31.8662337,34.8140102,"4123, Rehovot, Israel"
31.865798,34.8146385,"411, Kiryat Ekron, Israel"
31.8657222,34.8142435,"40, Kiryat Ekron, Israel"
31.7907695,34.6374304,"Arik Einstein St, Ashdod, Israel"
32.7646406,35.3756352,"77, Tur'an, Israel"
32.7638939,35.3762019,"77, Tur'an, Israel"
32.7684077,35.0510063,"Bar Yehuda Road 85, Nesher, Israel"
32.0330726,34.8663575,"4622, Savyon, Israel"
32.8615591,35.2629801,"784, Israel"
32.1082799,34.9993063,
32.8371728,35.084128,"Sderot Ben Gurion 67, Kiryat Motskin, Israel"
32.4758113,34.9879393,"Ha-Nasi St 27, Pardes Hanna-Karkur, Israel"
32.1761675,34.8161693,"Kvish HaHof פינת Highway 2 פינת Kvish HaHof פינת Ha-Ma'apilim St, Herzliya, Israel"
32.0611873,34.8068335,"Amishav St 40, Tel Aviv-Yafo, Israel"
32.6151778,35.1421846,"66, Israel"
32.0731005,35.3536853,
32.1575998,34.8472848,"Yehuda ha-Nasi St 19, Herzliya, Israel"
31.8687464,34.8197947,"Herzl St, Kiryat Ekron, Israel"
32.6797384,35.2443678,"Sha'ul Amor Ave 13, Migdal HaEmek, Israel"
32.0246731,34.907564,"461, Israel"
31.6123578,34.756318,"Sderot Malhei Israel 104, Kiryat Gat, Israel"
32.3172001,34.9361933,"Menachem Begin Ave 17, Kfar Yona, Israel"
32.0065413,34.7743874,"Gil'adi Aharon St 12, Holon, Israel"
31.7126217,35.2476314,
30.9935159,34.9168272,"224, Yeruham, Israel"
32.818766,35.068113,"Moshe Sharet St 1, Haifa, Israel"
31.8541814,35.2626535,
32.2328731,35.3301528,
32.6889836,35.2473376,"Ha-Tikshoret St 1, Migdal HaEmek, Israel"
31.6111622,34.9031891,"35, Israel"
32.1023868,35.2074534,
32.420591,34.94668,"Adam Yekuti'el St, Hadera, Israel"
32.7609817,35.1040711,"7621, Israel"
31.2437516,34.7851221,"HaAtsmaut St, Be'er Sheva, Israel"
32.0780161,34.8040799,"Borochov St 14, Giv'atayim, Israel"
32.0388419,34.7775704,"Derekh Ben-Zvi 173, Tel Aviv-Yafo, Israel"
31.6897732,34.5818814,"Sderot Hatsiyonut 81, Ashkelon, Israel"
33.0058569,35.099366,"Gdud 21 St 427, Nahariyya, Israel"
32.7141063,34.9706279,"4, Israel"
32.0549163,34.8624696,"HaHadar St 4, Kiryat Ono, Israel"
32.0792402,34.8149746,"Krinitsi St 4, Ramat Gan, Israel"
32.0653286,34.7648709,"HaMered St 38, Tel Aviv-Yafo, Israel"
31.9920298,34.7733333,"Eliezer Mazal St 13, Rishon LeTsiyon, Israel"
33.0162828,35.0961097,"Ha-Hagana St 1, Nahariyya, Israel"
32.5912489,35.2399972,"65, Israel"
32.6430505,35.0912533,"Ha-Tse'elim St, Yokne'am Illit, Israel"
31.7615411,35.2123771,"Brurya St 1, Jerusalem, Israel"
32.0556995,34.7564448,"Nahum Goldmann St 13, Tel Aviv-Yafo, Israel"
31.8628164,35.1719213,
31.3133964,34.4390527,"232, Israel"
32.5668576,34.9597073,"Derech Sarah 26, Zihron Ya'akov, Israel"
32.0692895,34.8915204,"471, Petah Tikva, Israel"
32.0197852,34.7787912,"Yehoshua Hankin St 71, Holon, Israel"
31.276868,34.9404609,"31, Israel"
33.1697873,35.5695691,"90, Israel"
31.37248,34.793861,"310, Israel"
32.113631,34.9494697,"Kafr Qasim, Israel"
32.7860178,35.4950316,"77, Israel"
32.7093875,35.1428023,"7513, Israel"
32.7090012,35.1425847,"75, Israel"
32.7090608,35.1432712,"75, Israel"
32.0251168,34.9078403,"40, Yehud, Israel"
32.0244572,34.9080598,"40, Israel"
32.1759096,34.8949732,"Ha-Kalanit St 1, Kefar Sava, Israel"
32.2120603,34.8272993,"Kvish HaHof, Rishpon, Israel"
31.7802337,34.6450388,"David HaMelech St 1, Ashdod, Israel"
32.0197852,34.7787912,"Yehoshua Hankin St 71, Holon, Israel"
32.1189845,34.8119004,"Keren Kayemet Le'Israel Blvd 86, Tel Aviv-Yafo, Israel"
31.9124251,35.0167144,"Shilat Junction, Israel"
31.1911121,34.8055247,"40, Israel"
31.191401,34.8055244,"40, Israel"
32.1410383,34.8008988,"Yunitsman St 21, Tel Aviv-Yafo, Israel"
31.6041514,34.7749023,"Derekh ha-Darom 13, Kiryat Gat, Israel"
32.5106109,34.9572597,"652 361, Binyamina-Giv'at Ada, Israel"
32.0731005,35.3536853,
32.0091332,34.815392,"Derech HaShiv'a 531, Azor, Israel"
32.0094927,34.8148505,"Derech HaShiv'a 531, Azor, Israel"
32.1719435,34.8935596,"Ein Hai St 40, Kfar Malal, 45920, Israel"
32.0315109,34.8534516,"Yigal Alon St 43, Or Yehuda, Israel"
31.8657222,34.8142435,"40, Kiryat Ekron, Israel"
32.0579308,34.8347677,"4, Ramat Gan, Israel"
32.7646406,35.3756352,"77, Tur'an, Israel"
32.7638939,35.3762019,"77, Tur'an, Israel"
32.9558374,35.1606604,"70, Kafr Yasif, Israel"
31.6024069,34.7716857,"Derekh ha-Darom 1, Kiryat Gat, Israel"
32.3446661,34.9079838,"4, Israel"
31.8154432,34.9168248,"44, Israel"
32.710827,35.1301614,"Ha-Shomrim St 44, Kiryat Tiv'on, Israel"
29.5603719,34.9408658,"Sderot Sheshet HaYamim 170, Eilat, Israel"
31.6554871,34.562902,"Gyora Yoseftal St 2, Ashkelon, Israel"
31.7956317,34.6398596,"Sderot Yerushalayim 2118, Ashdod, Israel"
31.937159,34.9358986,"4314, Israel"
32.055908,34.785638,"1 פינת La Guardia St, Tel Aviv-Yafo, Israel"
32.9090083,35.4731586,"85, Israel"
31.3063864,34.8999719,"צומת שוקת, Israel"
31.820689,35.1940347,
31.8706533,34.7442539,"Shabazi St, Yavne, Israel"
32.7256618,35.0960963,"75 14, Israel"
32.055908,34.785638,"1 פינת La Guardia St, Tel Aviv-Yafo, Israel"
32.1783654,34.8701813,"Ben Gurion St 10, Ra'anana, Israel"
31.8281855,34.6708763,"Sderot Bnei Brit 2, Ashdod, 77600, Israel"
32.8440138,35.1021932,"79, Kiryat Bialik, Israel"
32.1714031,34.9131162,"Tel-Hay St 11, Kefar Sava, Israel"
32.5905115,35.2921582,"Afula, Israel"
32.2276963,34.8316235,"Kvish HaHof, Israel"
31.3375674,34.6539096,"241, Israel"
33.0050926,35.2952185,"89, Israel"
33.0050511,35.2953561,"864, Israel"
32.3119909,34.999183,"57, Israel"
32.1789865,34.8812549,"Ahuza St 67, Ra'anana, Israel"
32.1444796,34.8441272,"Ussishkin St 65, Ramat Hasharon, Israel"
31.8657222,34.8142435,"40, Kiryat Ekron, Israel"
32.0969531,34.895734,"HaRav Herzog St, Petah Tikva, Israel"
32.0579308,34.8347677,"4, Ramat Gan, Israel"
32.7256618,35.0960963,"75 14, Israel"
31.7956317,34.6398596,"Sderot Yerushalayim 2118, Ashdod, Israel"
32.2320533,34.9841748,"554, Tira, Israel"
32.7744955,35.2130517,"79, Israel"
32.0579308,34.8347677,"4, Ramat Gan, Israel"
32.4812426,35.0251169,"574, Israel"
32.0824625,34.8480465,"HaNasi St 3, Giv'at Shmuel, Israel"
32.0582783,34.8794411,"Kdoshei HaShoa St 29, Ganei Tikva, Israel"
32.1779254,34.8883789,"4, Kefar Sava, Israel"
31.9249193,34.7950519,"Ha-Minyan ha-Rishon St 3, Ness Ziona, Israel"
32.1761675,34.8161693,"Kvish HaHof פינת Highway 2 פינת Kvish HaHof פינת Ha-Ma'apilim St, Herzliya, Israel"
32.6987104,35.3126163,"Sderot HaShoshanim 1104, Natsrat Ilit, Israel"
32.013692,34.7515101,"Ehud Kinnamon St 5, Bat Yam, Israel"
31.6636103,34.5839869,"David Remez St 10, Ashkelon, Israel"
32.0161918,34.8247529,"1, Israel"
32.0496932,34.801714,"Ha-Rav Alnekave St 50, Tel Aviv-Yafo, Israel"
31.7920474,35.205691,"Yermiyahu St 21, Jerusalem, Israel"
31.9692494,34.8437008,"44, Rishon LeTsiyon, Israel"
32.1923365,34.8744607,"Keren HaYesod St 58, Ra'anana, Israel"
32.0129388,34.7853405,"David Elazar St 20, Holon, Israel"
32.0330726,34.8663575,"4622, Savyon, Israel"
32.055908,34.785638,"1 פינת La Guardia St, Tel Aviv-Yafo, Israel"
32.5581685,35.317691,"Yizre'el Junction, Israel"
31.7802337,34.6450388,"David HaMelech St 1, Ashdod, Israel"
31.6726717,34.5901433,"Ibn Ezra St 64, Ashkelon, Israel"
31.4420088,34.7662777,"293, Israel"
29.5520953,34.9467607,"Eilot St 118, Eilat, Israel"
31.5076539,34.5868507,"34, Israel"
29.5567247,34.9514904,"Sderot HaTmarim 5, Eilat, Israel"
32.1965184,34.882552,"Zarhin St 18, Ra'anana, Israel"
